DISTRICTNAME,UNITNAME,Crime_No,Year,RI,Noofvehicle_involved,Accident_Classification,Accident_Spot,Accident_Location,Accident_SubLocation,Main_Cause,Hit_Run,Severity,Collision_Type,Junction_Control,Road_Character,Road_Type,Surface_Type,Surface_Condition,Road_Condition,Weather,Accident_Road,Landmark_first,Distance_LandMark_First,Latitude,Longitude
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,Near a religious place,Human Error,Yes,Grievous Injury,Hit and Run,Not Applicable,Not Applicable,Others,Bitumen(Tar),Not Applicable,Not Applicable,Not Applicable,Hosahalli Road,Near Krishna Water Service,3 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,Residential area,Human Error,No,Grievous Injury,Not Applicable,Not at  Junction,Not Applicable,City or Town Road,Bitumen(Tar),Not Applicable,Not Applicable,Not Applicable,Andrahalli Main Road,Near Water Tank D Group Layout,2 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Circle,City/Town,Open area,Human Error,No,Damage Only,Others,Police / Manual,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Muddinapalaya Circle,Near RTO Office,2 Km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Not Applicable,Not Applicable,Near Hospital,Human Error,No,Grievous Injury,Not Applicable,Not Applicable,Not Applicable,State Highway,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Near Herohalli Bus Stop,0.5 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Fatal,Hit and Run,Police / Manual,Curve,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Cloudy,Magadi main roda,Near Padmavathi Bar,3 Km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,In bazaar,Human Error,No,Grievous Injury,Not Applicable,Not Applicable,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Hosahalli Road,Near Krishna Service Station,3 kms,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Round about or Circle,Not Applicable,Near Bus stop,Human Error,Yes,Grievous Injury,Hit and Run,Not Applicable,Not Applicable,City or Town Road,Not Applicable,Not Applicable,No influence on accident,Not Applicable,Muddinapalya Road,Near Muddinapalya Circle,1.5 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Not Applicable,Not Applicable,Near Bus stop,Human Error,No,Damage Only,Others,Not Applicable,Not Applicable,State Highway,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Near Siri Nati Koli Daba,0.5 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,Yes,Simple Injury,Hit and Run,Stop sign,Others,Feeder Road,Gravel,Flooded,Drainage Ditch,Snow,Banglore Magadi Main Road,Near College Stop,2 KM,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Other,City/Town,Open area,Human Error,No,Fatal,Others,Police / Manual,Others,Others,Bitumen(Tar),Dry,Not Applicable,Clear,Doddagollarahatti,Near Indira Canteen,2 Km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,Residential area,Human Error,No,Grievous Injury,Others,Not Applicable,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Hosahalli Road,Near Tulasinagar,3 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,Near office complex,Human Error,No,Grievous Injury,Others,Not Applicable,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Muddinapalya Road,Near RTO Office,3 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Not Applicable,Not Applicable,Not Applicable,Near School or College,Human Error,No,Grievous Injury,Not Applicable,Not Applicable,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Not Applicable,Andrahalli Main Road,Near School,2 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Not Applicable,Not Applicable,Near a factory industrial area,Human Error,No,Grievous Injury,Others,Not at  Junction,Not Applicable,State Highway,Bitumen(Tar),Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Near J K Tyres,0.2 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,City/Town,Near School or College,Human Error,No,Grievous Injury,Not Applicable,Not Applicable,Not Applicable,State Highway,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Near Mahadeshwaranagar Cross,0.5 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Circle,City/Town,Near Petrol Pump,Human Error,No,Grievous Injury,Others,Police / Manual,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Magadi Main road,Shell petroll bunk,2 Km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Other,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Others,Police / Manual,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Doddagollarahatti bus stop,Near Doddagollarahatti Bus Stop,0.5 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,City/Town,Near office complex,Human Error,No,Grievous Injury,Not Applicable,Not Applicable,Not Applicable,State Highway,Bitumen(Tar),Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Near Byadarahalli Police Station,0.5 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,Near Bus stop,Human Error,Yes,Grievous Injury,Hit and Run,Not Applicable,Not Applicable,State Highway,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Near Tavakal Mutton Stall,1 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,Residential area,Human Error,Yes,Grievous Injury,Hit and Run,Not Applicable,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Hosahalli Main Road,",Near Honnappa House,3 kms,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Not Applicable,Not Applicable,Near office complex,Human Error,No,Grievous Injury,Not Applicable,No signal lights,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Muddinapalya Road,Near Mahakali Real Estate Office,2 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,Near Bus stop,Human Error,Yes,Grievous Injury,Not Applicable,Not Applicable,Not Applicable,State Highway,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Near Byadarahalli Police Station,1 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,Near a religious place,Human Error,Yes,Grievous Injury,Hit and Run,Not at  Junction,Not Applicable,City or Town Road,Bitumen(Tar),Not Applicable,Not Applicable,Not Applicable,Muddinapalya Main Road,Near Anjaneya Temple,1 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Narrow road,City/Town,Near School or College,Human Error,Yes,Grievous Injury,Others,Give way sign,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Muddinapalya road,Near KLE College,3 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,Near office complex,Human Error,Yes,Grievous Injury,Hit and Run,Not Applicable,Not Applicable,City or Town Road,Bitumen(Tar),Not Applicable,Not Applicable,Not Applicable,Muddinapalya Road,Near Andra Bank,1 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,City/Town,In bazaar,Human Error,No,Grievous Injury,Others,Not at  Junction,Not Applicable,Others,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Andrahalli Main Road,Near Andra Bank,1 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Not Applicable,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Others,Not Applicable,Not Applicable,State Highway,Bitumen(Tar),Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Near Bus Stop,0.5 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,1,Road Accidents,Not Applicable,Not Applicable,Residential area,Human Error,No,Grievous Injury,Not Applicable,Not Applicable,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Tigalarapalya Main Road,Near Balajinagar 11th Cross,3 kms,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Not Applicable,Not Applicable,Residential area,Human Error,Yes,Grievous Injury,Hit and Run,Not Applicable,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Muddinapalya Anjananagar Road,Near Bindu Amulya Apartment,0.5 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Not Applicable,Not Applicable,Near School or College,Human Error,No,Grievous Injury,Not Applicable,Not Applicable,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Muddinapalya Road,Near KLE Law College,2 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2018,1,2,Road Accidents,Circle,Not Applicable,Open area,Human Error,Yes,Grievous Injury,Hit and Run,Not at  Junction,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Muddinapalya Road,Near Muddinapalya Circle,1 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Circle,Not Applicable,Near Bus stop,Human Error,No,Grievous Injury,Others,No signal lights,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Muddinapalya Road,Muddinapalya Circle,1 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,1,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Not Applicable,Police / Manual,Curve,Others,Bitumen(Tar),Dry,Not Applicable,Clear,Doddagolarahaati,Doddagollarahatti Bus Stop,2 Km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Circle,City/Town,Open area,Human Error,Yes,Damage Only,Vehicle to Vehicle,Not at  Junction,Others,Others,Bitumen(Tar),Dry,Not Applicable,Fine,Near D group Arch Kuvempu Nagar,infront of Shree Ganesh fruit juice Shop,50 mtr,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,City/Town,Open area,Human Error,No,Grievous Injury,Not Applicable,No signal lights,Straight and flat,Two way,Bitumen(Tar),Dry,No influence on accident,Clear,100 FEET ROAD ULLALLA MAIN ROAD,100 FEET ROAD ULLALLA MAIN ROAD,5,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,1,Road Accidents,Not Applicable,City/Town,Open area,Human Error,No,Grievous Injury,Hit pedestrian,No signal lights,Others,Others,Bitumen(Tar),Dry,No influence on accident,Clear,Near Ullala Lake Ullala main road,Near Ullala Lake,3km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,Not Applicable,Near a religious place,Human Error,No,Grievous Injury,Not Applicable,Not Applicable,Not Applicable,City or Town Road,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ullau Main Road,Near Venkaliyamma Temple,4 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,City/Town,Near School or College,Human Error,Yes,Simple Injury,Hit bicyclist,Not Applicable,Not Applicable,State Highway,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Near Royal Mart,2 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,Not Applicable,Near Bus stop,Human Error,No,Grievous Injury,Others,Not Applicable,Not Applicable,State Highway,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Opp BMTC Bus Stop,0.5 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Hit bicyclist,Not Applicable,Not Applicable,State Highway,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Near Herohalli Bus Stop,0.5 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,City/Town,Near Petrol Pump,Human Error,No,Grievous Injury,Hit bicyclist,Not at  Junction,Others,State Highway,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Infron of Shell Petrol Bunk,3 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,City/Town,Open area,Human Error,No,Grievous Injury,Hit animal,No signal lights,Others,Others,Bitumen(Tar),Dry,No influence on accident,Clear,NEAR INDIAN PETROL BUNK MAGADI MAIN ROAD,NEAR INDIAN PETROL BUNK MAGADI MAIN ROAD,2KM,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,One way,Bitumen(Tar),Dry,Not Applicable,Fine,Near Police  Station,10 MTRS,10 MTR,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Circle,City/Town,Open area,Human Error,No,Grievous Injury,Not Applicable,Give way sign,Curve,Not Applicable,Bitumen(Tar),Dry,No influence on accident,Clear,Muddinapalya,muddinapalya,2km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,City/Town,Residential area,Not Applicable,No,Fatal,Vehicle to Vehicle,No signal lights,Not Applicable,Others,Bitumen(Tar),Dry,No influence on accident,Clear,ULLALA MANGANAHALLY ROAD,1,1,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Junction,City/Town,Residential area,Human Error,Yes,Grievous Injury,Not Applicable,Uncontrolled,Straight and flat,Two way,Bitumen(Tar),Dry,No influence on accident,Clear,ANJANA NAGARA MAGADI MAIN ROAD,ANJANA NAGARA MAGADI MAIN ROAD,2,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Junction,City/Town,Residential area,Not Applicable,No,Fatal,Not Applicable,No signal lights,Others,Not Applicable,Not Applicable,Others,Not Applicable,Fine,HEROHALLY ADNRAHALLY,MAIN BRIDGE,1 KM,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Not Applicable,No,Fatal,Hit pedestrian,No signal lights,Not Applicable,Others,Not Applicable,Not Applicable,No influence on accident,Cloudy,MAGADI MAIN ROAD,KARANJI DABA,1,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,City/Town,Open area,Human Error,No,Damage Only,Vehicle to Vehicle,No signal lights,Curve,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,HEROHALLI CROSS,HEROHALLI CROSS,1,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Near Bus stop,Vehicle Defect,Not Applicable,Grievous Injury,Vehicle to Vehicle,Not Applicable,Curve,Two way,Bitumen(Tar),Not Applicable,Not Applicable,Clear,Near oxferd college,0,10 MTR,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,1,Road Accidents,Not Applicable,City/Town,Open area,Human Error,No,Grievous Injury,Not Applicable,No signal lights,Curve,Two way,Bitumen(Tar),Dry,No influence on accident,Clear,HEROHALLI CROSS MAGADI MAIN ROAD,HEROHALLI CROSS MAGADI MAIN ROAD,1,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,Yes,Not Applicable,Vehicle to Vehicle,Not Applicable,Others,Others,Bitumen(Tar),Dry,Not Applicable,Clear,Kempegouda Nagara Police Qutrass Back Side,0,0,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Junction,City/Town,Residential area,Human Error,Not Applicable,Simple Injury,Hit bicyclist,No signal lights,Straight and flat,Others,Bitumen(Tar),Dry,No influence on accident,Clear,Kempegowda layout ullala main road,Kempegowda layout ullala main road,5km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,1,Road Accidents,Not Applicable,City/Town,Near Bus stop,Not Applicable,Not Applicable,Fatal,Not Applicable,Not Applicable,Not Applicable,Two way,Not Applicable,Others,Not Applicable,Fine,NEAR KARANJI DABA MAGADI ROAD,ROAD,0.5KM,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,1,Road Accidents,Road hump or Rumble strips,City/Town,At pedestrian Crossing,Not Applicable,Yes,Fatal,Hit pedestrian,No signal lights,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No influence on accident,Others,MAGADI MAIN ROAD,APT,POLICE,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Circle,Not Applicable,Near Hospital,Human Error,No,Damage Only,Others,Not at  Junction,Not Applicable,State Highway,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Hosahalli Cross Road,2 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Near School or College,Not Applicable,Not Applicable,Fatal,Vehicle to Vehicle,Not Applicable,Others,Others,Not Applicable,Not Applicable,Not Applicable,Fine,K.L.E College road,Tar,3 Km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Circle,City/Town,Near School or College,Not Applicable,Not Applicable,Fatal,Not Applicable,Stop sign,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Fine,Tar Road,Tar,6 k.m.,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,1,Road Accidents,Not Applicable,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Not Applicable,Not Applicable,Not Applicable,State Highway,Bitumen(Tar),Not Applicable,Not Applicable,Not Applicable,Bangalore Magadi Main Road,Opp Byadarahalli Bus Stop,1.5km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,City/Town,Near a religious place,Human Error,No,Damage Only,Vehicle to Vehicle,Not Applicable,Not Applicable,Others,Bitumen(Tar),Others,Not Applicable,Not Applicable,Muddinapalya Road,Near Anjaneya Temple,2 km,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Road hump or Rumble strips,City/Town,Open area,Human Error,No,Grievous Injury,Not Applicable,Controlled,Straight and flat,Others,Bitumen(Tar),Dry,No influence on accident,Clear,KRISHNA HOSPITAL DODDA GOLLARAHATTI,KRISHNA HOSPITAL DODDA GOLLARAHATTI,2,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Not Applicable,City/Town,Open area,Human Error,No,Damage Only,Not Applicable,No signal lights,Straight and flat,Two way,Bitumen(Tar),Dry,No influence on accident,Clear,MUDDINAPALYA MAIN ROAD NEAR SHANTHA HOSPITAL,MUDDINAPALYA MAIN ROAD NEAR SHANTHA HOSPITAL,3KM,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Not Applicable,No,Grievous Injury,Not Applicable,Not at  Junction,Not Applicable,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Tar Road,Near Ganesha Granite,80 Fee,0.0,0.0
Bengaluru City,Byadarahalli PS,1.09772e+16,2019,1,2,Road Accidents,Cross roads,City/Town,Residential area,Human Error,Yes,Fatal,Hit and Run,Police / Manual,Curve,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Magadi main roda,Near Anjanagara Bus stop,1 km,0.0,0.0
